Date,Month,Day,Year,Income,Electricity,Gas,Internet,Water,Food,Groceries,Rent,Transportation,Healthcare,Shopping,Entertainment,Dining Out,Subscription Services,Clothing,Electronics,Zakat,Investment,Emergency Fund,Retirement,Education,Travel,Gifts,Home Maintenance,Others,Total_Expenses,Savings_Rate
2023-04-19,4,19,2023,2942.38,83.71,55.61,48.7,36.31,465.65,257.54,693.31,163.75,117.49,204.53,86.75,132.81,29.31,116.76,55.93,160.22,307.38,230.06,396.17,171.7,277.92,43.36,109.77,107.44,4352.179999999999,-0.4791359375743443
2023-05-17,5,17,2023,2740.37,66.79,58.47,51.03,41.18,449.8,251.36,926.5,179.79,98.87,228.27,112.67,122.13,26.21,109.2,56.46,213.32,271.62,199.75,446.95,150.9,252.94,57.25,114.16,117.76,4603.38,-0.6798388538773962
2023-02-01,2,1,2023,2684.61,72.91,40.59,58.97,36.83,406.6,306.09,709.51,122.51,93.22,239.26,93.81,167.39,33.49,85.28,49.88,188.65,346.59,203.57,433.57,151.11,359.91,41.94,118.4,91.21,4451.29,-0.6580769646242842
2023-10-10,10,10,2023,3215.78,89.27,48.33,58.54,40.75,345.0,262.79,893.09,143.92,119.78,173.21,93.39,138.17,27.34,98.47,58.63,239.7,328.59,222.55,366.83,143.21,337.79,50.88,115.91,91.94,4488.08,-0.39564273675437983
2023-01-28,1,28,2023,3561.21,77.03,55.87,69.9,36.32,324.08,248.42,853.9,168.63,86.28,210.94,108.15,179.48,34.01,84.2,53.81,164.22,287.67,219.21,323.68,176.27,287.98,52.99,108.82,96.35,4308.21,-0.2097601657863479
2023-04-03,4,3,2023,2510.83,81.95,49.38,65.55,34.5,380.75,248.33,739.84,168.32,116.72,170.46,90.27,130.92,28.29,116.13,45.94,213.15,335.69,228.68,432.32,137.12,353.92,56.17,109.8,108.32,4442.52,-0.7693432052349225
2023-09-09,9,9,2023,2607.46,72.87,59.98,58.99,44.5,448.6,320.99,661.85,171.69,102.78,162.97,116.58,138.52,28.67,80.69,48.86,234.49,327.78,198.04,412.28,124.57,292.36,49.54,91.26,85.93,4334.790000000001,-0.6624569504421931
2023-11-17,11,17,2023,2488.84,68.63,41.83,54.68,39.42,409.33,249.31,713.91,146.21,95.22,184.99,85.27,155.58,29.94,87.67,56.25,227.9,275.04,196.98,456.09,133.21,271.8,45.95,82.27,106.7,4214.18,-0.6932305813149902
2023-06-02,6,2,2023,3198.57,82.2,42.56,51.07,43.12,447.74,331.17,774.77,173.01,81.98,162.26,114.01,174.34,32.47,94.4,43.26,169.38,266.65,182.47,453.19,162.19,323.23,48.58,96.33,95.78,4446.160000000001,-0.3900461768852958
2023-11-06,11,6,2023,2977.31,90.04,40.84,50.16,43.71,327.15,264.88,753.24,176.92,94.27,206.26,108.5,157.18,31.17,92.62,48.1,188.48,273.64,212.79,399.37,143.81,292.94,45.11,103.0,83.71,4227.89,-0.4200368789276227
2023-06-04,6,4,2023,3243.14,67.3,58.34,66.35,44.55,472.84,349.14,708.0,138.11,85.67,168.85,119.75,135.35,28.24,108.07,57.44,182.7,359.76,215.29,341.31,138.37,251.41,40.33,102.89,87.67,4327.7300000000005,-0.3344258958910194
2023-11-14,11,14,2023,2451.48,65.69,56.86,50.41,41.89,409.69,290.7,664.18,137.57,103.25,185.81,106.64,152.22,26.72,96.51,44.09,196.58,330.21,162.91,393.41,152.33,331.87,41.82,101.72,99.92,4243.0,-0.7307911955227047
2023-01-19,1,19,2023,3562.25,82.89,41.18,70.4,35.39,371.75,348.35,759.17,132.57,97.19,182.02,85.03,161.91,34.68,87.01,54.56,215.07,245.23,214.21,373.22,139.28,353.17,59.81,83.99,111.68,4339.760000000001,-0.21826373780616215
2023-12-24,12,24,2023,3403.64,75.52,58.21,56.56,41.83,466.11,284.21,888.11,174.78,82.8,215.56,84.45,143.49,27.87,112.07,47.58,163.69,305.51,168.73,395.26,120.02,255.58,40.88,89.95,107.75,4406.52,-0.29464925785335716
2023-04-13,4,13,2023,3044.75,76.7,57.53,54.42,45.22,433.4,254.53,825.45,169.39,106.17,187.03,92.46,171.55,30.55,114.99,41.99,235.86,275.31,238.87,408.49,177.02,285.53,42.36,89.38,80.58,4494.78,-0.47623942852450935
2023-03-04,3,4,2023,2849.87,81.44,55.28,54.18,32.67,352.66,279.09,826.89,143.84,98.45,167.04,106.57,129.11,26.43,114.47,55.57,237.62,347.71,174.77,351.66,162.51,285.74,53.94,85.13,104.19,4326.959999999999,-0.5183008347749193
2023-04-14,4,14,2023,3506.5,89.77,59.46,49.88,35.63,364.16,343.21,644.63,143.04,83.08,235.77,96.76,126.77,25.57,93.73,59.71,182.02,306.95,180.62,392.28,133.19,264.01,58.15,81.11,91.85,4141.35,-0.18104947953800096
2023-02-25,2,25,2023,3505.71,91.21,43.78,53.65,47.37,359.13,291.44,839.01,123.78,97.72,168.88,81.18,120.19,31.96,95.46,50.71,186.89,279.35,200.85,358.2,145.55,329.52,58.18,114.34,95.03,4263.379999999999,-0.216124551089508
2023-03-14,3,14,2023,2638.47,95.95,46.81,60.51,41.76,467.6,240.54,899.84,122.51,109.51,164.95,114.63,153.94,35.47,106.91,46.28,238.26,269.8,194.09,390.72,125.87,350.7,55.13,109.62,109.94,4551.34,-0.7249921355937344
2023-12-20,12,20,2023,3022.88,71.91,50.9,59.01,36.92,323.7,320.23,698.11,137.24,113.91,188.69,113.0,164.55,34.75,89.09,45.19,231.91,358.28,200.94,439.25,128.95,335.39,57.74,84.82,94.05,4378.53,-0.44846305509977225
2023-08-02,8,2,2023,2841.54,84.0,56.16,48.33,32.86,408.84,295.76,737.61,147.89,80.75,182.45,83.15,134.38,29.99,119.03,43.17,227.73,335.27,181.45,439.37,175.78,267.81,46.5,81.78,101.85,4341.91,-0.5280129788776509
2023-06-09,6,9,2023,2658.33,82.94,51.81,53.35,45.26,469.82,314.6,648.48,161.99,114.89,175.71,108.14,133.81,25.32,85.49,45.91,233.79,329.4,215.0,395.32,141.29,270.77,47.2,108.66,108.39,4367.34,-0.6428885804245523
2023-01-08,1,8,2023,3431.94,85.24,52.98,68.13,40.68,400.7,339.06,755.39,130.98,103.9,207.77,92.42,150.97,33.84,87.06,52.81,183.59,356.53,182.77,453.47,173.59,295.27,42.5,109.33,93.9,4492.879999999999,-0.30913710612656375
2023-02-11,2,11,2023,3542.03,67.89,54.98,54.32,45.26,356.37,275.7,857.36,148.24,103.14,169.55,100.1,137.0,27.73,109.36,42.33,180.46,333.53,160.15,348.3,131.94,322.06,55.72,84.41,105.97,4271.870000000001,-0.20605133214569063
2023-06-30,6,30,2023,3014.4,81.47,53.65,60.39,43.0,466.42,260.47,781.49,127.03,112.26,227.69,90.59,139.56,35.22,119.05,58.53,229.36,312.94,189.81,345.79,158.16,320.92,49.55,92.23,116.52,4472.1,-0.48357882165605104
2023-06-07,6,7,2023,3372.96,93.75,59.16,66.01,43.9,382.65,254.9,801.19,167.01,98.77,184.24,81.69,129.84,34.36,110.55,53.12,173.05,242.71,222.89,349.63,163.96,256.48,58.56,88.76,114.28,4231.46,-0.25452421611877996
2023-07-08,7,8,2023,3017.26,88.98,59.47,70.25,42.07,391.12,358.35,851.42,124.98,111.74,239.65,107.28,145.95,26.18,90.56,43.0,162.5,283.46,205.31,347.8,169.23,283.59,41.27,116.91,119.51,4480.58,-0.4849830641045185
2023-11-16,11,16,2023,3015.39,80.56,46.29,70.34,34.5,347.12,258.7,780.44,167.2,87.28,210.46,111.73,137.01,30.72,92.79,46.29,182.79,258.93,163.04,367.11,178.64,327.01,49.04,87.11,111.38,4226.48,-0.40163627258828866
2023-10-23,10,23,2023,2532.76,83.21,53.14,69.13,41.01,391.67,269.82,757.14,171.91,89.43,162.29,105.28,164.78,25.75,82.05,52.53,195.23,313.01,228.76,376.62,179.46,345.04,49.54,97.21,85.3,4389.310000000001,-0.7330145769832124
2023-07-11,7,11,2023,3178.96,67.82,57.07,51.03,46.01,430.52,316.24,908.09,136.2,102.3,190.12,99.87,168.99,24.61,105.72,44.25,191.45,354.69,201.32,426.85,123.23,286.32,50.23,113.11,107.23,4603.269999999999,-0.4480427561214984
2023-06-20,6,20,2023,3521.94,72.25,59.26,56.01,47.48,330.68,315.22,770.1,152.77,87.3,200.55,105.55,143.42,25.48,86.28,45.45,193.38,241.25,230.21,334.38,165.75,343.88,58.85,102.28,112.17,4279.950000000001,-0.215225131603605
2023-08-19,8,19,2023,2433.66,71.54,41.77,50.07,41.41,427.44,323.1,782.37,140.32,113.8,239.07,104.15,122.98,27.21,106.44,45.16,224.15,323.06,212.8,331.49,130.42,278.44,56.0,118.73,84.26,4396.179999999999,-0.8064068111404221
2023-06-16,6,16,2023,3414.9,74.52,46.69,68.03,36.16,324.82,256.5,780.57,168.46,109.09,164.31,94.48,123.83,26.75,81.2,50.28,212.16,267.41,188.06,337.8,166.1,316.52,46.47,107.49,112.37,4160.069999999999,-0.21821136782921863
2023-06-30,6,30,2023,3364.59,68.7,55.11,68.8,36.21,446.74,246.57,900.69,153.88,81.17,223.81,99.21,124.5,32.9,88.67,57.16,221.38,285.98,197.4,425.16,153.64,247.38,55.25,97.12,117.18,4484.610000000001,-0.3328845416529207
2023-01-31,1,31,2023,3253.84,73.27,47.1,50.11,35.67,408.27,273.06,904.87,164.72,106.38,218.01,81.63,157.22,27.28,116.49,59.85,231.04,338.08,185.7,336.2,131.41,257.57,45.82,84.37,116.09,4450.209999999999,-0.36767941877904226
2023-07-03,7,3,2023,2587.56,73.29,54.19,49.6,46.9,332.63,345.42,903.56,126.24,96.59,203.93,85.33,169.32,28.44,107.83,46.56,210.88,296.61,202.94,455.93,163.57,354.05,48.2,100.02,92.95,4594.9800000000005,-0.7757965032694896
2023-01-14,1,14,2023,3259.04,77.1,58.14,62.66,37.2,384.91,315.52,727.63,123.1,104.28,177.22,83.22,142.49,30.81,103.59,46.61,168.3,355.89,179.53,439.58,172.23,338.25,59.59,110.97,104.32,4403.14,-0.3510542981982425
2023-11-12,11,12,2023,2661.2,78.81,53.9,55.41,39.27,452.93,271.47,830.75,163.17,109.41,173.49,110.01,123.5,33.8,98.97,57.57,222.75,318.67,225.93,467.31,121.9,359.86,58.61,102.25,80.52,4610.26,-0.7323989177814522
2023-02-08,2,8,2023,3598.24,80.24,48.89,68.04,48.0,325.05,248.72,928.02,152.81,104.02,167.78,105.92,133.14,30.34,84.5,40.88,196.72,301.04,211.47,364.35,167.24,270.63,57.14,89.21,119.65,4343.8,-0.20720129841255738
2023-12-11,12,11,2023,2560.97,76.99,42.68,71.36,46.57,330.29,321.63,746.18,177.49,83.46,205.46,94.49,161.18,33.43,96.08,57.97,202.03,352.3,165.67,374.63,125.31,336.66,43.45,115.12,80.44,4340.869999999999,-0.6950100938316338
2023-01-01,1,1,2023,2408.26,95.99,50.84,60.51,47.58,395.44,290.56,878.32,126.41,89.6,231.72,86.62,130.73,28.42,117.68,48.59,206.36,327.0,175.19,454.49,136.74,267.8,45.75,102.34,108.89,4503.570000000001,-0.870051406409607
2023-09-10,9,10,2023,2640.98,78.83,57.23,70.61,45.62,414.54,357.71,871.12,134.21,118.3,196.1,83.54,120.56,26.04,113.33,53.81,175.46,294.55,212.74,457.29,154.83,265.01,58.79,92.55,107.79,4560.56,-0.7268438231262638
2023-06-27,6,27,2023,3200.63,84.02,51.49,48.94,32.32,362.37,338.41,918.71,148.38,89.09,196.65,104.91,169.99,35.1,101.46,41.63,201.98,300.58,167.7,469.1,165.04,292.71,57.11,110.53,81.28,4569.499999999998,-0.4276876739891828
2023-12-08,12,8,2023,3575.43,82.49,47.27,55.64,42.53,429.9,295.58,886.5,135.11,94.74,215.38,116.36,144.38,32.59,96.26,54.31,170.48,284.79,181.7,382.77,121.81,338.24,49.72,80.3,101.91,4440.76,-0.24202123940337258
2023-08-29,8,29,2023,2657.65,88.08,49.91,51.05,40.8,377.72,254.01,689.87,144.18,113.67,237.66,116.0,146.15,31.24,106.88,47.72,210.45,322.59,198.21,362.42,151.41,344.3,53.07,90.62,95.88,4323.89,-0.626959908189566
2023-06-16,6,16,2023,3285.96,73.32,47.88,48.07,42.47,434.51,319.3,959.16,151.63,93.27,200.51,104.22,167.0,26.87,85.82,52.47,213.7,337.52,178.36,437.4,175.27,275.68,41.9,104.2,119.82,4690.349999999999,-0.42739108205821114
2023-06-03,6,3,2023,3549.06,81.02,46.93,54.04,37.6,322.26,277.46,693.88,121.49,111.02,214.8,110.31,158.94,35.96,83.86,58.63,167.34,326.97,217.3,440.22,166.08,274.54,41.9,82.2,82.5,4207.250000000001,-0.1854547401283723
2023-04-23,4,23,2023,2928.76,64.51,59.53,69.18,36.25,340.0,255.92,931.12,145.54,114.95,191.57,95.0,160.45,30.01,107.75,50.71,186.08,311.22,160.51,341.08,153.55,309.78,52.55,82.09,115.21,4364.56,-0.49024160395525757
2023-09-15,9,15,2023,2414.01,89.92,45.51,70.82,39.64,357.6,355.39,819.67,161.55,114.85,171.67,95.17,155.91,33.3,116.7,58.61,178.06,314.31,231.19,403.53,177.63,292.36,41.24,109.47,108.58,4542.679999999999,-0.8817983355495623
2023-01-23,1,23,2023,3035.06,89.24,46.45,54.5,33.08,366.59,286.67,661.61,173.79,111.51,206.76,118.37,128.58,24.78,104.11,57.05,171.34,251.13,169.81,387.03,123.61,310.2,50.1,114.32,108.53,4149.160000000001,-0.3670767628976036
2023-08-31,8,31,2023,2568.38,64.87,41.35,58.49,40.66,460.24,352.9,788.03,134.79,85.36,186.09,83.66,155.1,28.9,90.15,57.63,178.25,341.17,184.3,474.93,134.51,286.07,42.87,94.88,116.8,4482.0,-0.7450688761008885
2023-10-18,10,18,2023,2538.09,74.66,59.05,63.44,41.64,428.13,240.92,818.11,177.18,117.42,199.97,95.2,175.09,24.04,116.9,47.56,162.22,247.63,194.78,429.83,176.25,247.81,46.95,100.29,82.72,4367.79,-0.7208964221126909
2023-07-12,7,12,2023,2509.88,83.6,54.31,61.77,40.67,371.88,359.69,957.08,166.41,91.96,161.39,83.07,124.3,29.75,94.52,41.14,178.18,295.67,220.18,352.45,158.77,261.22,41.31,86.64,106.43,4422.39,-0.7619926052241542
2023-07-18,7,18,2023,3450.01,94.85,58.4,71.13,42.83,340.87,247.61,900.64,129.6,86.22,223.54,111.61,157.48,33.48,88.49,49.09,161.37,321.94,163.11,357.59,129.58,351.71,50.11,97.76,111.3,4380.31,-0.2696513923148049
2023-12-22,12,22,2023,2830.41,78.75,49.36,71.26,37.88,472.0,329.26,938.26,175.0,105.74,161.73,103.61,138.48,25.65,99.15,59.37,187.0,358.85,219.54,350.89,143.12,310.13,53.88,87.73,89.47,4646.11,-0.6414971682547758
2023-01-12,1,12,2023,3521.53,80.4,57.71,54.11,37.11,344.93,350.09,903.3,139.42,118.34,209.73,90.23,127.52,30.11,119.92,58.44,180.74,347.13,220.19,437.83,128.87,345.72,50.56,97.25,84.34,4613.990000000001,-0.3102231132490708
2023-04-19,4,19,2023,3281.43,93.69,44.27,56.35,33.59,463.37,348.12,674.53,127.43,106.25,179.53,85.59,132.4,35.82,113.23,49.39,215.05,246.49,174.43,472.21,176.72,328.95,47.41,105.28,109.6,4419.7,-0.34688230436120837
2023-03-19,3,19,2023,2491.69,67.75,42.08,62.06,47.11,407.88,319.52,655.63,148.92,102.8,230.81,88.26,156.06,33.88,87.53,56.11,208.38,315.63,208.59,470.64,168.71,338.63,40.42,80.72,110.33,4448.450000000001,-0.7853143850157928
2023-09-19,9,19,2023,2583.9,82.04,53.14,63.93,40.1,338.92,254.3,715.59,165.87,116.91,211.54,119.81,151.16,26.15,101.69,57.66,189.54,326.14,160.67,476.59,151.48,332.82,49.72,118.05,103.72,4407.540000000001,-0.7057703471496578
2023-09-14,9,14,2023,2443.44,77.05,49.9,49.24,36.47,387.0,272.81,936.98,159.37,117.4,202.37,119.4,163.3,27.26,90.93,53.81,235.72,310.05,214.91,395.49,172.84,309.22,56.15,116.29,90.23,4644.19,-0.9006769145139637
2023-03-16,3,16,2023,3355.28,93.71,58.53,63.37,40.87,408.39,250.88,788.36,152.45,102.0,228.0,88.29,144.1,31.77,104.27,42.16,231.64,287.0,221.17,380.03,160.63,326.45,42.13,82.16,89.86,4418.219999999999,-0.31679621372880923
2023-05-19,5,19,2023,3046.53,72.07,46.81,54.65,35.87,392.75,338.02,909.7,159.12,86.89,193.33,88.71,140.67,29.34,100.27,41.41,233.72,283.12,226.58,414.9,144.48,250.43,54.07,92.24,96.96,4486.109999999999,-0.4725310435150806
2023-07-11,7,11,2023,3023.31,72.58,51.71,60.59,41.71,468.14,282.05,679.33,149.0,95.37,167.67,114.75,176.33,26.0,88.56,52.81,231.55,349.8,193.42,380.32,141.05,280.17,47.04,87.11,110.42,4347.4800000000005,-0.4379868422358278
2023-07-05,7,5,2023,2427.47,85.49,45.77,58.44,44.83,363.41,301.7,954.95,152.03,108.12,214.31,108.8,123.98,25.31,91.37,48.79,185.3,288.32,236.2,389.16,132.82,292.04,53.96,80.48,81.45,4467.03,-0.8401998788862479
2023-09-17,9,17,2023,3097.13,79.25,58.82,53.62,44.58,355.32,282.62,837.06,171.63,81.4,197.47,96.95,168.57,27.01,87.81,58.66,205.33,321.85,164.29,374.07,167.37,253.22,59.49,112.87,88.26,4347.5199999999995,-0.40372538446884676
2023-05-29,5,29,2023,3437.09,95.97,54.93,71.56,39.52,341.45,322.11,863.88,157.34,96.89,177.93,100.04,150.39,26.81,90.29,55.26,191.3,254.91,214.28,339.58,164.72,341.35,59.34,86.09,88.3,4384.240000000001,-0.2755674131314573
2023-03-28,3,28,2023,2649.64,66.68,48.9,70.96,40.32,433.01,350.01,790.3,150.86,101.92,193.5,118.65,142.31,27.48,80.74,53.94,167.22,290.34,229.99,347.68,129.88,267.22,46.07,83.18,100.37,4331.53,-0.6347617034766987
2023-02-17,2,17,2023,2739.37,78.03,54.33,65.35,33.73,465.75,338.59,860.37,127.58,83.18,188.47,116.07,164.89,25.24,87.74,42.2,181.65,260.34,203.07,442.27,148.01,323.83,45.4,111.82,90.53,4538.439999999999,-0.6567458941289417
2023-04-30,4,30,2023,2845.35,87.48,50.64,64.62,40.46,421.89,331.09,741.55,136.8,118.61,227.02,91.42,147.65,27.73,107.69,55.84,174.8,271.7,213.94,392.85,175.4,254.87,53.76,112.76,101.6,4402.170000000001,-0.5471453424007595
2023-08-15,8,15,2023,2488.93,71.93,48.48,60.31,42.94,435.84,279.79,726.51,167.86,86.39,177.55,89.81,161.0,29.42,106.56,58.79,181.69,252.36,226.57,373.8,177.65,304.0,48.27,88.66,90.8,4286.9800000000005,-0.7224188707597243
2023-03-19,3,19,2023,2692.26,82.03,57.64,71.24,38.38,340.42,300.69,784.56,165.45,117.7,217.57,100.04,122.25,24.19,86.0,56.11,238.12,333.92,207.75,397.81,161.76,302.17,49.18,108.4,82.76,4446.14,-0.6514526828760967
2023-10-20,10,20,2023,2887.18,77.37,53.19,57.37,39.08,352.74,309.77,877.02,149.6,101.5,234.93,95.54,162.88,34.42,108.16,57.99,206.53,311.68,217.17,410.72,164.16,352.29,58.94,105.16,112.53,4650.739999999999,-0.6108244030507274
2023-09-13,9,13,2023,3190.69,87.33,50.23,53.63,47.61,358.93,248.44,644.22,174.31,87.57,230.35,91.22,150.43,26.29,104.38,55.8,171.99,356.02,190.28,444.06,148.91,344.98,58.52,96.45,115.41,4337.36,-0.3593799460304823
2023-04-02,4,2,2023,2573.46,84.62,54.7,48.54,36.88,381.11,328.39,916.64,169.79,91.52,229.81,113.7,169.47,33.02,115.78,51.56,180.97,274.42,160.59,340.42,179.68,328.28,44.49,111.92,88.84,4535.139999999999,-0.7622733596014701
2023-08-20,8,20,2023,3438.71,67.01,45.92,52.21,43.33,350.8,300.4,804.4,167.34,89.84,217.64,114.64,130.69,27.27,86.28,51.04,183.7,243.82,219.06,411.48,156.42,290.31,49.83,101.16,115.58,4320.17,-0.25633449752959686
2023-04-30,4,30,2023,3152.82,74.07,58.79,52.22,34.42,397.56,250.3,913.64,167.81,107.18,210.67,81.91,143.05,26.13,87.36,45.38,212.15,267.71,211.27,479.5,125.04,333.81,54.58,87.63,101.38,4523.56,-0.4347663361688901
2023-01-09,1,9,2023,2471.48,81.2,40.21,64.5,36.44,479.79,308.68,713.86,177.29,94.48,189.3,97.55,155.2,26.1,119.94,55.21,163.04,324.91,202.42,425.29,168.08,275.98,53.63,108.74,84.85,4446.69,-0.7992012882968907
2023-01-21,1,21,2023,3153.67,90.99,40.0,56.9,42.5,397.74,273.53,825.2,144.45,80.07,220.26,95.28,178.62,28.5,84.36,57.77,200.74,261.8,183.0,355.9,162.73,259.81,54.67,94.91,83.12,4272.850000000001,-0.35488177266486387
2023-03-07,3,7,2023,2693.65,70.23,54.79,65.31,44.06,339.37,308.29,844.02,128.14,108.67,185.18,115.48,150.44,25.44,119.24,49.9,185.36,260.65,167.99,363.01,176.19,314.11,47.85,83.72,107.62,4315.060000000001,-0.6019378909657903
2023-02-13,2,13,2023,3119.66,91.11,46.79,64.38,47.42,320.01,313.28,800.77,137.83,106.49,174.33,114.51,175.6,30.48,111.94,58.64,229.2,316.31,227.25,433.87,157.14,276.56,54.13,104.99,102.84,4495.87,-0.4411410217780143
2023-11-07,11,7,2023,3345.8,91.8,49.71,53.8,42.63,415.13,318.66,912.51,165.08,84.32,182.11,116.86,163.9,33.77,107.63,59.99,166.27,275.09,235.48,320.2,175.49,276.2,59.56,112.54,100.87,4519.6,-0.350827903640385
2023-01-15,1,15,2023,2887.72,85.26,47.61,51.5,42.01,420.76,313.94,700.29,130.59,99.79,194.67,94.72,158.89,32.02,118.93,52.2,170.47,358.34,218.37,340.2,164.6,316.52,47.57,96.48,109.22,4364.949999999998,-0.5115558295125561
2023-11-13,11,13,2023,3260.13,92.17,48.51,70.71,33.15,476.87,295.67,898.45,173.42,92.43,181.68,80.76,133.7,28.18,103.06,42.61,223.83,269.77,219.78,369.52,157.81,294.55,40.87,106.71,80.65,4514.859999999999,-0.3848711554447211
2023-10-12,10,12,2023,2910.4,81.54,49.45,61.23,38.99,338.53,261.95,938.08,123.64,106.89,231.15,112.77,128.46,32.42,91.56,45.36,171.32,330.03,194.29,382.43,178.86,318.79,46.39,82.43,92.77,4439.330000000002,-0.5253332875206163
2023-08-10,8,10,2023,3298.17,68.16,46.85,60.98,40.29,419.67,242.14,644.21,139.94,105.8,208.79,87.43,146.33,24.78,116.01,59.52,187.32,329.08,184.09,444.13,160.63,341.21,42.91,84.95,96.01,4281.230000000001,-0.2980622587677413
2023-09-20,9,20,2023,2514.27,90.35,44.46,70.91,37.75,350.71,275.73,706.68,156.69,85.53,208.11,100.2,159.11,26.51,82.02,54.24,232.77,353.1,200.27,430.01,122.6,283.59,45.18,104.57,80.39,4301.48,-0.7108266017571699
2023-04-07,4,7,2023,2709.86,65.66,50.74,56.6,37.7,418.58,283.75,826.86,148.25,90.28,179.5,104.23,140.74,24.42,119.54,45.93,216.62,320.22,213.13,458.7,162.27,323.97,54.64,111.78,110.2,4564.3099999999995,-0.6843342460496111
2023-01-09,1,9,2023,3111.55,72.96,47.31,70.57,33.39,440.71,265.29,907.11,168.37,115.55,205.63,91.4,173.46,27.53,90.8,42.63,227.17,268.39,209.92,411.73,160.03,346.82,59.8,91.84,97.53,4625.940000000001,-0.48669955488422206
2023-11-04,11,4,2023,3390.93,77.13,44.39,68.45,41.84,371.32,317.6,647.44,177.94,114.81,237.8,101.26,160.44,32.52,82.69,48.69,203.71,339.82,200.5,466.9,120.8,326.53,46.73,113.46,110.36,4453.13,-0.31324739820639186
2023-06-28,6,28,2023,2522.75,67.35,57.42,60.09,43.65,365.17,259.11,954.68,177.7,97.36,231.43,94.77,173.87,28.43,88.91,52.58,229.43,240.05,234.79,367.27,160.75,263.2,46.39,114.12,81.62,4490.139999999999,-0.7798592805470219
2023-06-28,6,28,2023,2875.72,73.45,49.17,69.49,37.84,477.35,279.54,769.06,137.14,83.67,234.54,119.03,174.55,35.97,93.61,59.1,171.64,300.53,217.75,453.44,142.99,257.84,55.09,114.8,90.48,4498.070000000001,-0.5641543682973311
2023-02-21,2,21,2023,3188.07,67.92,56.38,58.16,45.1,386.59,287.19,740.94,147.78,92.4,191.8,89.74,141.45,30.11,84.58,42.32,164.45,308.44,192.7,411.33,155.95,313.9,59.39,91.23,103.39,4263.24,-0.33724792742944776
2023-07-28,7,28,2023,3515.03,71.25,45.67,58.15,46.68,400.52,277.87,750.29,131.14,101.07,239.94,103.94,137.07,29.37,91.59,49.99,177.27,323.94,193.18,470.52,126.95,354.67,58.97,117.72,99.11,4456.869999999999,-0.26794650401276765
2023-12-16,12,16,2023,2454.14,70.87,54.93,56.03,35.28,468.94,340.75,889.57,125.99,106.9,224.59,106.54,175.24,31.33,115.46,52.55,211.0,315.32,191.42,401.8,138.7,276.18,55.77,99.76,80.25,4625.170000000002,-0.8846398330983571
2023-09-25,9,25,2023,3202.2,75.87,49.04,57.39,38.87,453.87,264.45,760.27,172.74,106.45,230.51,85.21,166.8,28.86,85.75,41.97,209.73,315.28,166.97,355.79,143.24,353.74,59.6,96.75,89.27,4408.420000000001,-0.37668477921429055
2023-11-07,11,7,2023,2467.05,93.21,55.52,49.06,39.82,345.4,321.67,882.48,175.62,106.65,193.08,108.5,144.73,35.31,98.38,48.65,188.21,336.21,239.19,395.13,127.09,270.62,57.96,86.31,84.4,4483.200000000001,-0.8172311059767741
2023-12-04,12,4,2023,3289.24,68.07,43.92,68.67,41.31,360.83,351.28,872.64,130.46,107.57,207.57,83.49,145.83,30.46,116.34,48.45,184.1,303.04,165.85,412.53,174.29,280.82,52.91,100.51,82.84,4433.779999999999,-0.34796487942503407
2023-10-15,10,15,2023,2693.11,80.62,55.22,59.79,32.2,421.12,329.85,752.23,165.85,118.78,160.76,87.73,134.91,35.78,106.78,50.66,186.26,311.93,175.94,428.29,123.45,308.24,53.79,92.3,104.71,4377.19,-0.6253290805054377
2023-11-06,11,6,2023,2836.88,87.72,41.73,49.03,35.11,471.01,339.77,828.26,172.48,101.12,177.03,107.71,165.84,35.2,82.2,45.93,181.43,351.81,165.95,384.92,158.54,321.03,44.02,80.14,88.04,4516.02,-0.5918967316206538
2023-05-26,5,26,2023,3031.41,70.2,58.71,50.12,44.94,445.11,352.01,733.04,150.9,80.79,204.95,80.24,170.7,29.74,90.48,57.39,206.61,325.09,198.78,404.79,179.68,333.84,56.99,86.77,110.53,4522.4,-0.4918470282805691
2023-05-05,5,5,2023,3002.03,66.13,44.31,62.4,44.13,393.35,322.61,748.26,136.88,114.54,181.05,90.75,167.25,30.5,109.94,55.57,161.86,343.15,195.01,449.98,159.12,355.38,51.83,104.02,85.29,4473.31,-0.4900950356925148
2023-02-08,2,8,2023,3319.66,86.4,55.86,58.69,40.28,452.8,284.13,844.84,145.48,97.38,163.76,84.42,151.01,25.01,87.82,48.76,206.83,267.43,167.14,393.7,131.81,351.12,59.88,102.4,94.08,4401.03,-0.3257472150762427
2023-10-10,10,10,2023,3155.13,76.62,55.28,56.0,32.63,436.61,347.97,893.87,139.76,81.36,216.44,90.82,127.17,34.18,86.14,43.54,218.15,288.61,169.9,358.18,168.89,268.72,59.17,83.54,111.86,4445.41,-0.4089466995020806
2023-01-09,1,9,2023,3467.43,74.33,46.2,51.09,33.1,422.39,290.98,761.57,131.22,104.45,221.32,111.52,159.82,29.39,85.68,45.05,192.11,335.8,186.19,442.15,173.44,321.08,41.0,95.93,103.38,4459.190000000001,-0.2860216356206186
2023-01-29,1,29,2023,2973.15,64.48,59.2,61.85,32.65,411.85,295.78,724.44,158.66,92.92,224.69,110.74,136.67,35.44,117.29,58.4,192.52,320.75,235.22,378.03,159.02,340.68,44.13,95.57,96.31,4447.29,-0.4958175672266787
